,is_paid,price,num_subscribers,level,content_duration,subject
938,True,20,28,Intermediate Level,2.5,Business Finance
939,True,20,90,Beginner Level,0.6333333333333333,Business Finance
940,True,20,13,Intermediate Level,1.5,Business Finance
941,True,20,31,Beginner Level,1.0,Business Finance
942,True,50,13,All Levels,0.5166666666666666,Business Finance
943,False,0,2119,All Levels,2.0,Business Finance
944,True,25,136,All Levels,3.0,Business Finance
945,True,20,797,All Levels,3.0,Business Finance
946,True,180,503,All Levels,29.5,Business Finance
947,True,95,1150,All Levels,2.5,Business Finance
948,True,20,1403,Beginner Level,2.0,Business Finance
949,True,20,916,All Levels,6.5,Business Finance
950,True,20,627,All Levels,1.0,Business Finance
951,True,200,168,All Levels,2.0,Business Finance
952,False,0,2554,Beginner Level,1.0,Business Finance
953,True,30,120,Beginner Level,2.0,Business Finance
954,True,20,750,All Levels,2.5,Business Finance
955,True,50,217,All Levels,2.0,Business Finance
956,True,50,106,Beginner Level,1.0,Business Finance
957,True,50,397,Beginner Level,3.0,Business Finance
958,True,20,44,All Levels,1.0,Business Finance
959,True,50,30,All Levels,1.0,Business Finance
960,True,20,95,All Levels,1.0,Business Finance
961,True,95,55,All Levels,1.0,Business Finance
962,True,100,94,All Levels,1.0,Business Finance
963,True,20,578,Beginner Level,6.0,Business Finance
964,True,20,393,All Levels,5.0,Business Finance
965,True,20,116,All Levels,3.0,Business Finance
966,False,0,1888,All Levels,2.0,Business Finance
967,True,45,412,All Levels,13.0,Business Finance
968,True,200,40,Beginner Level,1.5,Business Finance
969,True,40,222,Beginner Level,3.0,Business Finance
970,True,30,831,All Levels,2.0,Business Finance
971,True,50,485,All Levels,3.5,Business Finance
972,True,20,232,All Levels,1.0,Business Finance
973,True,20,135,Beginner Level,4.0,Business Finance
974,True,40,61,All Levels,2.5,Business Finance
975,True,20,61,All Levels,5.0,Business Finance
976,True,50,874,All Levels,13.5,Business Finance
977,True,50,22,All Levels,2.5,Business Finance
978,False,0,5597,Beginner Level,1.0,Business Finance
979,True,20,261,Beginner Level,2.5,Business Finance
980,True,50,83,Beginner Level,0.6833333333333333,Business Finance
981,True,50,152,Expert Level,3.5,Business Finance
982,True,20,176,Intermediate Level,2.5,Business Finance
983,True,35,8,All Levels,0.6666666666666666,Business Finance
984,True,20,327,Beginner Level,0.45,Business Finance
985,True,95,264,All Levels,3.0,Business Finance
986,True,20,15,Beginner Level,4.5,Business Finance
987,True,35,104,Intermediate Level,1.5,Business Finance
988,True,40,71,Beginner Level,1.5,Business Finance
989,True,110,26,All Levels,4.0,Business Finance
990,True,20,11,Beginner Level,6.5,Business Finance
991,True,20,1294,Beginner Level,5.5,Business Finance
992,True,95,32,All Levels,0.5166666666666666,Business Finance
993,True,135,313,All Levels,2.5,Business Finance
994,True,50,635,All Levels,0.6833333333333333,Business Finance
995,True,30,1311,All Levels,1.5,Business Finance
996,True,70,288,Intermediate Level,1.0,Business Finance
997,True,200,97,All Levels,3.0,Business Finance
998,True,20,53,Intermediate Level,1.0,Business Finance
999,True,40,1102,Beginner Level,0.5666666666666667,Business Finance
1000,True,195,57,All Levels,1.0,Business Finance
1001,True,50,694,All Levels,4.5,Business Finance
1002,True,50,137,Beginner Level,3.0,Business Finance
1003,True,115,12,All Levels,2.5,Business Finance
1004,True,20,18,All Levels,1.5,Business Finance
1005,True,20,170,All Levels,1.5,Business Finance
1006,True,50,119,All Levels,5.0,Business Finance
1007,False,0,2058,All Levels,0.6,Business Finance
1008,True,25,35,Beginner Level,4.0,Business Finance
1009,True,50,40,Beginner Level,2.5,Business Finance
1010,True,150,13,Intermediate Level,2.0,Business Finance
1011,True,20,4,Beginner Level,7.0,Business Finance
1012,True,20,71,All Levels,1.0,Business Finance
1013,True,20,71,All Levels,1.0,Business Finance
1014,True,200,6,Intermediate Level,2.5,Business Finance
1015,True,35,1,Intermediate Level,31.5,Business Finance
1016,True,40,5,Beginner Level,5.5,Business Finance
1017,True,50,1,Beginner Level,0.5333333333333333,Business Finance
1018,True,20,4,Intermediate Level,1.0,Business Finance
1019,True,20,10,Intermediate Level,5.5,Business Finance
1020,True,45,6,Beginner Level,2.0,Business Finance
1021,True,25,2,Beginner Level,2.5,Business Finance
1022,True,20,2,Beginner Level,2.0,Business Finance
1023,True,50,2,All Levels,3.5,Business Finance
1024,True,50,2,All Levels,2.0,Business Finance
1025,True,35,6,All Levels,1.0,Business Finance
1026,True,30,2,Intermediate Level,1.5,Business Finance
1027,True,170,206,All Levels,6.5,Business Finance
1028,True,20,313,Beginner Level,1.0,Business Finance
1029,True,20,193,Beginner Level,1.0,Business Finance
1030,True,30,66,Beginner Level,1.0,Business Finance
1031,True,30,270,All Levels,3.5,Business Finance
1032,True,20,139,Beginner Level,2.0,Business Finance
1033,True,35,77,Intermediate Level,2.0,Business Finance
1034,True,195,225,All Levels,5.0,Business Finance
1035,True,150,23,All Levels,1.5,Business Finance
1036,False,0,4876,Intermediate Level,4.5,Business Finance
1037,True,20,244,Beginner Level,2.5,Business Finance
1038,False,0,1278,Beginner Level,1.5,Business Finance
1039,True,85,31,All Levels,10.5,Business Finance
1040,True,75,8,Beginner Level,6.0,Business Finance
1041,True,45,40,Intermediate Level,1.0,Business Finance
1042,True,25,9,Beginner Level,2.0,Business Finance
1043,True,20,45,All Levels,8.5,Business Finance
1044,True,80,13,All Levels,0.7333333333333333,Business Finance
1045,True,200,4,All Levels,8.5,Business Finance
1046,True,150,20,All Levels,2.0,Business Finance
1047,True,20,9,All Levels,3.0,Business Finance
1048,True,85,29,All Levels,0.65,Business Finance
1049,True,20,6,All Levels,1.5,Business Finance
1050,True,45,7,Beginner Level,3.5,Business Finance
1051,True,25,859,Beginner Level,2.0,Business Finance
1052,True,30,5983,Beginner Level,0.6166666666666667,Business Finance
1053,True,200,1673,Beginner Level,5.5,Business Finance
1054,True,115,1284,All Levels,4.5,Business Finance
1055,True,30,394,All Levels,5.5,Business Finance
1056,True,45,689,All Levels,2.0,Business Finance
1057,True,130,649,Beginner Level,1.5,Business Finance
1058,True,140,187,Beginner Level,3.0,Business Finance
1059,True,30,1798,Beginner Level,1.5,Business Finance
1060,True,20,465,Beginner Level,1.0,Business Finance
1061,True,140,813,Beginner Level,5.0,Business Finance
1062,True,20,326,Expert Level,1.0,Business Finance
1063,True,85,26,Beginner Level,2.0,Business Finance
1064,True,20,26,All Levels,1.0,Business Finance
1065,True,20,28,Expert Level,1.0,Business Finance
1066,True,25,122,Beginner Level,7.5,Business Finance
1067,True,40,149,All Levels,4.5,Business Finance
1068,True,20,205,All Levels,1.0,Business Finance
1069,True,100,11,Beginner Level,11.0,Business Finance
1070,True,175,3,Beginner Level,1.0,Business Finance
1071,True,40,108,Beginner Level,3.5,Business Finance
1072,True,20,8,All Levels,1.0,Business Finance
1073,True,25,9,All Levels,1.5,Business Finance
1074,True,20,16,Intermediate Level,2.0,Business Finance
1075,True,195,11,Beginner Level,4.5,Business Finance
1076,True,200,12,All Levels,2.0,Business Finance
1077,True,20,11,All Levels,4.0,Business Finance
1078,True,50,2,Intermediate Level,1.5,Business Finance
1079,True,50,9,Beginner Level,0.6666666666666666,Business Finance
1080,True,35,15,All Levels,1.0,Business Finance
1081,True,25,7,Intermediate Level,1.0,Business Finance
1082,True,20,27,All Levels,1.0,Business Finance
1083,True,30,5,All Levels,5.0,Business Finance
1084,True,30,3,All Levels,8.5,Business Finance
1085,True,55,5,Intermediate Level,1.0,Business Finance
1086,True,200,5,All Levels,2.0,Business Finance
1087,True,20,132,Beginner Level,1.0,Business Finance
1088,True,30,112,All Levels,4.0,Business Finance
1089,True,125,285,Beginner Level,1.5,Business Finance
1090,True,25,91,Beginner Level,8.5,Business Finance
1091,True,35,32,All Levels,3.0,Business Finance
1092,False,0,2740,Beginner Level,2.0,Business Finance
1093,True,20,59,All Levels,1.5,Business Finance
1094,True,20,16,Beginner Level,4.5,Business Finance
1095,True,85,22,Beginner Level,5.0,Business Finance
1096,True,25,15,All Levels,2.0,Business Finance
1097,False,0,1059,All Levels,1.5,Business Finance
1098,True,70,187,All Levels,7.0,Business Finance
1099,True,100,0,Beginner Level,3.5,Business Finance
1100,True,40,0,All Levels,5.5,Business Finance
1101,True,50,0,Intermediate Level,1.5,Business Finance
1102,True,75,0,Beginner Level,2.5,Business Finance
1103,False,0,1089,All Levels,3.0,Business Finance
1104,False,0,743,All Levels,1.0,Business Finance
1105,False,0,1362,Beginner Level,3.0,Business Finance
1106,False,0,405,All Levels,1.0,Business Finance
1107,False,0,1168,All Levels,0.6666666666666666,Business Finance
1108,False,0,16,All Levels,1.5,Business Finance
1109,True,25,3840,Intermediate Level,1.5,Business Finance
1110,True,20,7183,Beginner Level,1.0,Business Finance
1111,True,195,483,Intermediate Level,3.5,Business Finance
1112,True,45,172,All Levels,1.0,Business Finance
1113,True,65,256,Beginner Level,3.5,Business Finance
1114,True,20,1542,All Levels,2.0,Business Finance
1115,True,95,64,All Levels,8.5,Business Finance
1116,True,30,384,All Levels,10.5,Business Finance
1117,False,0,3014,All Levels,1.0,Business Finance
1118,True,40,454,Beginner Level,2.0,Business Finance
1119,True,50,312,Intermediate Level,5.5,Business Finance
1120,True,40,315,All Levels,2.0,Business Finance
1121,True,200,609,All Levels,2.5,Business Finance
1122,True,195,207,Beginner Level,1.5,Business Finance
1123,True,200,399,All Levels,1.0,Business Finance
1124,True,50,1175,All Levels,12.5,Business Finance
1125,True,20,543,All Levels,0.6,Business Finance
1126,True,25,1634,All Levels,7.0,Business Finance
1127,True,195,1013,All Levels,14.0,Business Finance
1128,True,200,319,All Levels,1.0,Business Finance
1129,True,200,1125,Expert Level,1.5,Business Finance
1130,False,0,2481,All Levels,1.5,Business Finance
1131,True,100,1006,Beginner Level,1.5,Business Finance
1132,True,20,1044,All Levels,2.0,Business Finance
1133,True,200,1240,All Levels,2.5,Business Finance
1134,True,115,504,All Levels,1.5,Business Finance
1135,True,200,15,All Levels,3.0,Business Finance
1136,True,200,358,All Levels,2.5,Business Finance
1137,True,50,80,All Levels,5.5,Business Finance
1138,True,150,133,All Levels,17.5,Business Finance
1139,True,20,207,All Levels,3.5,Business Finance
1140,True,50,426,All Levels,2.5,Business Finance
1141,True,20,45,Beginner Level,4.5,Business Finance
1142,True,50,1280,Intermediate Level,8.5,Business Finance
1143,True,35,142,All Levels,1.0,Business Finance
1144,True,40,188,Intermediate Level,6.5,Business Finance
1145,True,20,718,All Levels,2.0,Business Finance
1146,True,20,293,All Levels,8.0,Business Finance
1147,True,35,93,Beginner Level,5.0,Business Finance
1148,True,180,894,Beginner Level,17.5,Business Finance
1149,True,50,353,Expert Level,1.5,Business Finance
1150,True,40,829,Beginner Level,8.5,Business Finance
1151,True,50,1195,All Levels,2.0,Business Finance
1152,True,95,335,All Levels,1.5,Business Finance
1153,True,40,500,Beginner Level,4.0,Business Finance
1154,True,40,159,All Levels,1.0,Business Finance
1155,True,50,739,All Levels,4.5,Business Finance
1156,True,20,87,All Levels,4.0,Business Finance
1157,True,200,185,All Levels,2.5,Business Finance
1158,True,20,741,Beginner Level,2.0,Business Finance
1159,True,20,576,All Levels,1.0,Business Finance
1160,True,25,1046,All Levels,3.0,Business Finance
1161,True,20,486,Beginner Level,3.0,Business Finance
1162,True,200,52,All Levels,1.5,Business Finance
1163,True,20,106,Beginner Level,0.5666666666666667,Business Finance
1164,True,50,38,All Levels,8.0,Business Finance
1165,True,65,32,All Levels,4.0,Business Finance
1166,True,50,171,Beginner Level,3.0,Business Finance
1167,True,50,79,Beginner Level,1.0,Business Finance
1168,True,195,397,All Levels,3.5,Business Finance
1169,True,20,85,All Levels,1.5,Business Finance
1170,False,0,1696,All Levels,0.6333333333333333,Business Finance
1171,True,20,201,Beginner Level,2.5,Business Finance
1172,True,30,1235,Beginner Level,2.5,Business Finance
1173,True,50,137,Intermediate Level,1.5,Business Finance
1174,True,20,384,Intermediate Level,0.7166666666666667,Business Finance
1175,True,20,103,Beginner Level,1.0,Business Finance
1176,True,40,379,All Levels,2.0,Business Finance
1177,True,100,1573,Beginner Level,5.5,Business Finance
1178,True,85,150,All Levels,2.5,Business Finance
1179,True,90,48,Beginner Level,2.5,Business Finance
1180,True,25,781,Beginner Level,0.65,Business Finance
1181,True,55,952,All Levels,3.0,Business Finance
1182,True,40,612,Beginner Level,3.0,Business Finance
1183,False,0,1819,Beginner Level,1.5,Business Finance
1184,True,35,551,All Levels,1.5,Business Finance
1185,True,20,788,Intermediate Level,0.6333333333333333,Business Finance
1186,True,25,408,Beginner Level,1.5,Business Finance
1187,True,180,944,Beginner Level,13.0,Business Finance
1188,True,20,323,Intermediate Level,0.6166666666666667,Business Finance
1189,True,50,101,Beginner Level,6.0,Business Finance
1190,True,20,984,All Levels,4.0,Business Finance
1191,True,20,89,All Levels,1.0,Business Finance
1192,True,25,129,Beginner Level,0.5666666666666667,Business Finance
1193,True,50,249,All Levels,5.0,Business Finance
1194,True,20,75,Intermediate Level,2.0,Business Finance
1195,True,150,2252,Beginner Level,21.0,Graphic Design
1196,True,95,462,All Levels,12.0,Graphic Design
1197,True,150,1720,All Levels,1.5,Graphic Design
1198,True,20,390,All Levels,1.0,Graphic Design
1199,True,200,4297,All Levels,7.5,Graphic Design
1200,True,200,1076,All Levels,1.0,Graphic Design
1201,True,180,9367,Beginner Level,2.0,Graphic Design
1202,True,65,8901,All Levels,62.0,Graphic Design
1203,True,25,4235,Intermediate Level,1.5,Graphic Design
1204,True,20,14440,All Levels,3.0,Graphic Design
1205,True,200,12340,All Levels,2.5,Graphic Design
1206,True,195,2027,Intermediate Level,0.5,Graphic Design
1207,False,0,381,All Levels,0.6,Graphic Design
1208,False,0,69,All Levels,3.5,Graphic Design
1209,False,0,21,Beginner Level,1.0,Graphic Design
1210,True,200,15276,Beginner Level,8.0,Graphic Design
1211,True,150,26742,Beginner Level,11.0,Graphic Design
1212,True,200,5326,Beginner Level,11.5,Graphic Design
1213,True,200,36288,All Levels,5.0,Graphic Design
1214,True,95,15500,All Levels,68.5,Graphic Design
1215,True,75,7282,All Levels,3.5,Graphic Design
1216,True,30,10875,All Levels,2.5,Graphic Design
1217,True,200,8196,All Levels,6.5,Graphic Design
1218,True,150,1360,Beginner Level,9.0,Graphic Design
1219,True,95,6858,Beginner Level,3.5,Graphic Design
1220,True,200,18303,All Levels,3.5,Graphic Design
1221,True,150,1789,All Levels,3.0,Graphic Design
1222,True,195,293,Beginner Level,1.0,Graphic Design
1223,True,20,662,Beginner Level,1.0,Graphic Design
1224,True,30,1279,Beginner Level,1.5,Graphic Design
1225,True,20,1080,All Levels,3.0,Graphic Design
1226,True,50,120,Beginner Level,3.5,Graphic Design
1227,True,20,1085,All Levels,1.0,Graphic Design
1228,True,25,447,Intermediate Level,1.0,Graphic Design
1229,True,20,372,All Levels,0.6,Graphic Design
1230,True,50,721,Beginner Level,5.0,Graphic Design
1231,True,150,736,All Levels,7.5,Graphic Design
1232,True,30,114,Expert Level,3.5,Graphic Design
1233,True,25,331,Beginner Level,1.0,Graphic Design
1234,True,20,0,Beginner Level,0.6166666666666667,Graphic Design
1235,True,30,0,Beginner Level,1.0,Graphic Design
1236,True,25,0,Beginner Level,6.0,Graphic Design
1237,True,20,0,Beginner Level,2.0,Graphic Design
1238,True,20,0,Beginner Level,1.0,Graphic Design
1239,True,20,0,Beginner Level,1.0,Graphic Design
1240,True,20,0,Beginner Level,0.5666666666666667,Graphic Design
1241,True,20,0,Beginner Level,1.0,Graphic Design
1242,False,0,217,Beginner Level,3.0,Graphic Design
1243,False,0,334,Beginner Level,1.0,Graphic Design
1244,False,0,817,Beginner Level,5.0,Graphic Design
1245,False,0,637,Beginner Level,2.5,Graphic Design
1246,True,185,2358,All Levels,1.0,Graphic Design
1247,True,20,3721,All Levels,6.5,Graphic Design
1248,True,100,1148,All Levels,2.0,Graphic Design
1249,True,50,2489,Beginner Level,2.0,Graphic Design
1250,True,30,1782,Beginner Level,1.0,Graphic Design
1251,True,200,6975,All Levels,2.5,Graphic Design
1252,True,25,9464,Intermediate Level,2.0,Graphic Design
1253,True,20,2044,Beginner Level,1.5,Graphic Design
1254,True,20,5787,Intermediate Level,2.0,Graphic Design
1255,True,20,25277,All Levels,1.0,Graphic Design
1256,True,200,6944,Beginner Level,1.0,Graphic Design
1257,True,200,6028,Beginner Level,2.5,Graphic Design
1258,True,20,5104,Beginner Level,1.0,Graphic Design
1259,True,150,2476,All Levels,11.0,Graphic Design
1260,True,150,3000,All Levels,12.0,Graphic Design
1261,True,200,185,All Levels,17.5,Graphic Design
1262,True,45,418,Beginner Level,11.0,Graphic Design
1263,True,45,431,Beginner Level,7.5,Graphic Design
1264,True,30,23,Beginner Level,3.0,Graphic Design
1265,True,80,126,All Levels,13.0,Graphic Design
1266,False,0,3329,Beginner Level,3.5,Graphic Design
1267,True,60,720,Beginner Level,12.5,Graphic Design
1268,False,0,800,Beginner Level,2.5,Graphic Design
1269,False,0,1477,All Levels,0.65,Graphic Design
1270,True,190,1552,All Levels,2.5,Graphic Design
1271,True,20,1076,All Levels,2.5,Graphic Design
1272,True,95,1016,Intermediate Level,1.5,Graphic Design
1273,True,200,919,All Levels,5.5,Graphic Design
1274,True,75,1224,Beginner Level,1.5,Graphic Design
1275,True,45,774,All Levels,2.5,Graphic Design
1276,True,120,715,All Levels,1.0,Graphic Design
1277,True,20,1768,All Levels,0.6833333333333333,Graphic Design
1278,True,95,2555,All Levels,6.0,Graphic Design
1279,True,25,426,All Levels,3.0,Graphic Design
1280,False,0,3108,Beginner Level,2.5,Graphic Design
1281,True,30,276,Beginner Level,1.5,Graphic Design
1282,True,40,390,All Levels,0.7,Graphic Design
1283,False,0,6754,All Levels,1.0,Graphic Design
1284,False,0,5086,Beginner Level,1.0,Graphic Design
1285,True,50,1146,Beginner Level,0.55,Graphic Design
1286,False,0,47811,All Levels,2.5,Graphic Design
1287,True,20,1564,Beginner Level,2.0,Graphic Design
1288,True,100,739,Beginner Level,1.5,Graphic Design
1289,True,40,1029,All Levels,4.0,Graphic Design
1290,False,0,2665,All Levels,0.5666666666666667,Graphic Design
1291,True,105,1079,Beginner Level,5.0,Graphic Design
1292,True,30,1440,All Levels,1.5,Graphic Design
1293,True,25,1401,Beginner Level,0.7,Graphic Design
1294,True,40,2634,All Levels,10.0,Graphic Design
1295,True,95,1046,Beginner Level,1.0,Graphic Design
1296,True,95,505,All Levels,11.5,Graphic Design
1297,True,95,827,All Levels,2.5,Graphic Design
1298,False,0,8786,Beginner Level,1.0,Graphic Design
1299,True,40,253,All Levels,1.0,Graphic Design
1300,True,20,1933,Beginner Level,1.0,Graphic Design
1301,True,20,1504,Beginner Level,1.5,Graphic Design
1302,True,20,1332,Beginner Level,2.0,Graphic Design
1303,True,70,1150,All Levels,3.5,Graphic Design
1304,True,50,1056,All Levels,0.5666666666666667,Graphic Design
1305,True,30,1350,Beginner Level,0.6333333333333333,Graphic Design
1306,True,20,1586,Intermediate Level,0.5166666666666666,Graphic Design
1307,True,200,821,All Levels,0.5333333333333333,Graphic Design
1308,True,65,56,All Levels,0.5666666666666667,Graphic Design
1309,True,200,1150,All Levels,1.0,Graphic Design
1310,True,20,1557,All Levels,1.5,Graphic Design
1311,True,40,246,Beginner Level,0.6833333333333333,Graphic Design
1312,False,0,3103,Beginner Level,0.6666666666666666,Graphic Design
1313,True,75,1090,Beginner Level,4.5,Graphic Design
1314,True,50,1235,All Levels,1.0,Graphic Design
1315,False,0,946,Beginner Level,0.6666666666666666,Graphic Design
1316,True,50,1500,All Levels,0.6833333333333333,Graphic Design
1317,True,20,1452,All Levels,2.0,Graphic Design
1318,True,30,24,Intermediate Level,12.0,Graphic Design
1319,True,70,3,All Levels,3.5,Graphic Design
1320,True,20,20,Beginner Level,0.6833333333333333,Graphic Design
1321,True,20,33,All Levels,3.0,Graphic Design
1322,True,20,97,All Levels,13.5,Graphic Design
1323,True,80,8,Beginner Level,5.5,Graphic Design
1324,True,200,4,Beginner Level,1.0,Graphic Design
1325,True,125,10,Beginner Level,2.5,Graphic Design
1326,True,50,2,Beginner Level,1.5,Graphic Design
1327,True,20,5,All Levels,0.6,Graphic Design
1328,True,20,1,Beginner Level,1.5,Graphic Design
1329,True,20,3,Beginner Level,1.5,Graphic Design
1330,True,50,311,All Levels,10.5,Graphic Design
1331,True,45,447,All Levels,3.5,Graphic Design
1332,True,20,616,Beginner Level,1.5,Graphic Design
1333,True,40,797,Beginner Level,14.0,Graphic Design
1334,True,20,549,Beginner Level,1.0,Graphic Design
1335,True,20,274,Beginner Level,3.5,Graphic Design
1336,True,45,709,All Levels,2.5,Graphic Design
1337,False,0,3812,All Levels,1.5,Graphic Design
1338,True,100,1373,Beginner Level,2.5,Graphic Design
1339,True,20,441,All Levels,6.5,Graphic Design
1340,True,60,201,All Levels,1.0,Graphic Design
1341,True,25,661,All Levels,1.5,Graphic Design
1342,True,150,300,Intermediate Level,4.5,Graphic Design
1343,True,70,211,All Levels,6.5,Graphic Design
1344,True,30,65,All Levels,1.5,Graphic Design
1345,True,20,43,Intermediate Level,9.5,Graphic Design
1346,True,30,44,Beginner Level,2.0,Graphic Design
1347,True,100,33,Beginner Level,1.5,Graphic Design
1348,True,135,20,Expert Level,12.5,Graphic Design
1349,True,80,37,All Levels,12.5,Graphic Design
1350,True,60,190,Beginner Level,2.0,Graphic Design
1351,True,30,129,All Levels,9.0,Graphic Design
1352,True,30,123,Beginner Level,3.0,Graphic Design
1353,True,20,38,Beginner Level,1.0,Graphic Design
1354,False,0,3251,Intermediate Level,0.5166666666666666,Graphic Design
1355,True,200,2091,Beginner Level,2.5,Graphic Design
1356,True,20,1002,Beginner Level,6.5,Graphic Design
1357,True,80,806,Beginner Level,2.5,Graphic Design
1358,True,195,389,Beginner Level,3.0,Graphic Design
1359,False,0,1031,All Levels,0.65,Graphic Design
1360,True,20,500,All Levels,2.0,Graphic Design
1361,True,200,68,All Levels,4.5,Graphic Design
1362,True,20,651,All Levels,0.6666666666666666,Graphic Design
1363,True,50,341,All Levels,7.0,Graphic Design
1364,True,25,867,Beginner Level,3.0,Graphic Design
1365,True,35,142,Beginner Level,0.7,Graphic Design
1366,True,95,1825,All Levels,2.5,Graphic Design
1367,False,0,24687,All Levels,0.7333333333333333,Graphic Design
1368,True,30,2266,All Levels,1.0,Graphic Design
1369,False,0,5175,Beginner Level,0.5,Graphic Design
1370,False,0,3512,Beginner Level,1.5,Graphic Design
1371,True,200,797,All Levels,2.0,Graphic Design
1372,True,145,2745,All Levels,8.5,Graphic Design
1373,True,95,2361,All Levels,5.5,Graphic Design
1374,True,40,1530,All Levels,4.0,Graphic Design
1375,True,20,1873,Beginner Level,1.0,Graphic Design
1376,True,100,1338,Beginner Level,3.0,Graphic Design
1377,True,165,1479,All Levels,6.5,Graphic Design
1378,True,30,38,All Levels,4.0,Graphic Design
1379,True,30,934,All Levels,12.0,Graphic Design
1380,True,100,50,Intermediate Level,1.5,Graphic Design
1381,True,100,27,Intermediate Level,2.5,Graphic Design
1382,False,0,6429,Beginner Level,2.5,Graphic Design
1383,True,25,422,Beginner Level,3.5,Graphic Design
1384,True,120,410,Beginner Level,7.5,Graphic Design
1385,True,135,15,Expert Level,1.0,Graphic Design
1386,True,35,115,Beginner Level,5.5,Graphic Design
1387,True,20,272,Beginner Level,2.0,Graphic Design
1388,True,20,280,All Levels,5.0,Graphic Design
1389,True,70,354,All Levels,13.0,Graphic Design
1390,False,0,44044,All Levels,7.5,Graphic Design
1391,True,145,1367,All Levels,3.0,Graphic Design
1392,True,25,1754,Intermediate Level,12.5,Graphic Design
1393,True,195,2067,All Levels,1.5,Graphic Design
1394,False,0,5301,All Levels,6.5,Graphic Design
1395,False,0,4294,Intermediate Level,1.0,Graphic Design
1396,True,20,1679,Beginner Level,1.0,Graphic Design
1397,True,50,327,All Levels,1.0,Graphic Design
1398,True,30,740,Beginner Level,0.5833333333333334,Graphic Design
1399,True,30,1348,Intermediate Level,1.0,Graphic Design
1400,True,30,1249,Beginner Level,3.0,Graphic Design
1401,True,135,1275,Beginner Level,3.5,Graphic Design
1402,True,75,3117,Beginner Level,4.5,Graphic Design
1403,True,140,896,All Levels,10.0,Graphic Design
1404,True,20,4208,All Levels,1.0,Graphic Design
1405,True,20,3903,Beginner Level,1.5,Graphic Design
1406,True,95,1710,Beginner Level,1.0,Graphic Design
1407,True,20,1606,All Levels,0.7333333333333333,Graphic Design
1408,False,0,4776,All Levels,0.5666666666666667,Graphic Design
1409,False,0,23229,Beginner Level,1.0,Graphic Design
1410,True,25,1456,All Levels,6.5,Graphic Design
1411,True,95,1534,Beginner Level,1.5,Graphic Design
1412,True,50,2199,Beginner Level,1.0,Graphic Design
1413,True,70,1202,Beginner Level,3.5,Graphic Design
1414,True,20,2004,Beginner Level,0.5666666666666667,Graphic Design
1415,True,90,778,All Levels,1.5,Graphic Design
1416,True,45,502,Beginner Level,2.5,Graphic Design
1417,True,100,1526,Beginner Level,2.0,Graphic Design
1418,True,50,1468,Beginner Level,8.0,Graphic Design
1419,True,95,798,Beginner Level,0.6666666666666666,Graphic Design
1420,True,30,2044,All Levels,4.0,Graphic Design
1421,True,85,1310,All Levels,1.0,Graphic Design
1422,True,20,1145,All Levels,0.6333333333333333,Graphic Design
1423,True,75,326,All Levels,1.0,Graphic Design
1424,True,195,2228,All Levels,4.5,Graphic Design
1425,True,20,2420,All Levels,1.5,Graphic Design
1426,True,45,387,All Levels,2.0,Graphic Design
1427,True,20,421,All Levels,1.0,Graphic Design
1428,True,20,987,All Levels,1.5,Graphic Design
1429,True,55,324,Beginner Level,1.0,Graphic Design
1430,True,20,319,All Levels,2.0,Graphic Design
1431,True,115,1087,Beginner Level,2.0,Graphic Design
1432,True,20,270,Beginner Level,8.0,Graphic Design
1433,True,20,124,All Levels,1.5,Graphic Design
1434,True,20,371,All Levels,3.5,Graphic Design
1435,True,50,1098,Beginner Level,1.5,Graphic Design
1436,True,150,107,All Levels,8.0,Graphic Design
1437,True,25,507,Intermediate Level,0.6166666666666667,Graphic Design
1438,True,45,646,All Levels,2.0,Graphic Design
1439,True,20,1738,Beginner Level,10.5,Graphic Design
1440,True,35,2354,All Levels,3.0,Graphic Design
1441,True,20,238,Intermediate Level,1.5,Graphic Design
1442,True,185,165,All Levels,1.5,Graphic Design
1443,True,20,1080,All Levels,2.0,Graphic Design
1444,True,20,489,Intermediate Level,0.6833333333333333,Graphic Design
1445,True,30,706,Beginner Level,5.5,Graphic Design
1446,True,20,507,All Levels,3.0,Graphic Design
1447,True,20,770,Intermediate Level,1.0,Graphic Design
1448,True,95,1028,Intermediate Level,2.0,Graphic Design
1449,True,20,545,All Levels,2.0,Graphic Design
1450,True,25,690,All Levels,1.0,Graphic Design
1451,True,200,2911,All Levels,5.0,Graphic Design
1452,True,100,734,All Levels,1.0,Graphic Design
1453,True,30,4353,All Levels,3.5,Graphic Design
1454,True,55,521,Beginner Level,2.5,Graphic Design
1455,True,20,3481,All Levels,1.5,Graphic Design
1456,True,200,711,All Levels,12.5,Graphic Design
1457,True,95,1123,Beginner Level,0.6333333333333333,Graphic Design
1458,False,0,12103,Beginner Level,1.0,Graphic Design
1459,True,95,1418,Beginner Level,1.5,Graphic Design
1460,True,20,3390,All Levels,4.5,Graphic Design
1461,False,0,53851,All Levels,4.5,Graphic Design
1462,True,25,3,All Levels,0.6666666666666666,Graphic Design
1463,True,20,1,Beginner Level,1.5,Graphic Design
1464,True,20,3,Beginner Level,1.0,Graphic Design
1465,True,20,1,Beginner Level,1.0,Graphic Design
1466,True,40,2,All Levels,1.5,Graphic Design
1467,True,20,1,Beginner Level,3.5,Graphic Design
1468,True,20,1,Beginner Level,3.5,Graphic Design
1469,True,20,2,Beginner Level,0.5666666666666667,Graphic Design
