,n_enrolled,Level,subject,language,subtitles,price
642,9144.0,Intermediate,Computer Science,Español,Español,49.0
643,,Introductory,Philanthropy,English,English,50.0
644,28337.0,Introductory,Business & Management,Português,Português,49.0
645,12918.0,Intermediate,Business & Management,English,English,249.0
646,,Introductory,Computer Science,English,English,166.0
647,10551.0,Introductory,Engineering,English,English,49.0
648,5280.0,Introductory,Energy & Earth Sciences,English,English,129.0
649,,Intermediate,Business & Management,Español,Español,49.0
650,5914.0,Introductory,Computer Science,English,English,99.0
651,10858.0,Introductory,Language,English,English,139.0
652,,Introductory,Education & Teacher Training,English,English,49.0
653,18943.0,Introductory,Social Sciences,English,English,49.0
654,23703.0,Introductory,Math,Español,Español,50.0
655,8565.0,Introductory,Medicine,English,"English, 中文, 中文",139.0
656,28398.0,Introductory,Humanities,Español,Español,49.0
657,,Introductory,Language,English,English,99.0
658,43009.0,Intermediate,Computer Science,English,English,199.0
659,6594.0,Intermediate,Math,English,English,49.0
660,16028.0,Introductory,Social Sciences,Español,"English, Español",25.0
661,,Introductory,Business & Management,English,English,199.0
662,,Introductory,Social Sciences,English,English,49.0
663,32049.0,Introductory,Economics & Finance,English,English,25.0
664,7246.0,Intermediate,Social Sciences,English,English,50.0
665,12719.0,Intermediate,Environmental Studies,English,"English, Русский",49.0
666,16954.0,Intermediate,Education & Teacher Training,Español,Español,49.0
667,15914.0,Intermediate,Physics,English,"English, Русский",49.0
668,,Introductory,History,English,English,50.0
669,,Advanced,Economics & Finance,Español,Español,49.0
670,,Intermediate,Engineering,Español,Español,75.0
671,,Intermediate,Business & Management,Español,Español,29.0
672,,Introductory,Language,اللغة العربية,اللغة العربية,49.0
673,8330.0,Intermediate,Physics,English,English,79.0
674,11426.0,Introductory,Social Sciences,English,English,59.0
675,10604.0,Intermediate,Math,English,English,49.0
676,5020.0,Introductory,Business & Management,English,English,149.0
677,9977.0,Intermediate,Economics & Finance,English,English,79.0
678,20939.0,Introductory,Engineering,Español,Español,29.0
679,8784.0,Introductory,Language,English,English,149.0
680,10769.0,Intermediate,Business & Management,English,English,299.0
681,24301.0,Introductory,Math,Español,Español,50.0
682,27320.0,Introductory,Computer Science,Español,Español,49.0
683,14909.0,Advanced,Data Analysis & Statistics,English,English,169.0
684,13857.0,Advanced,Engineering,English,English,249.0
685,138884.0,Introductory,Business & Management,English,English,199.0
686,,Introductory,Math,English,English,79.0
687,,Advanced,Engineering,English,English,250.0
688,7210.0,Introductory,Economics & Finance,Español,Español,49.0
689,27474.0,Intermediate,Computer Science,Español,Español,50.0
690,10430.0,Intermediate,Energy & Earth Sciences,English,English,49.0
691,24130.0,Introductory,Data Analysis & Statistics,Español,Español,49.0
692,,Intermediate,Medicine,English,English,49.0
693,,Intermediate,Economics & Finance,Español,Español,49.0
694,10654.0,Advanced,Engineering,English,English,199.0
695,36320.0,Intermediate,Engineering,English,English,50.0
696,11176.0,Intermediate,Humanities,English,English,50.0
697,,Introductory,Communication,English,English,199.0
698,11818.0,Introductory,Social Sciences,English,English,49.0
699,6322.0,Introductory,Electronics,Español,Español,50.0
700,23560.0,Advanced,Biology & Life Sciences,English,English,249.0
701,9173.0,Intermediate,Computer Science,English,English,99.0
702,7304.0,Advanced,Data Analysis & Statistics,English,English,249.0
703,34279.0,Introductory,Math,English,English,59.0
704,9002.0,Introductory,Biology & Life Sciences,English,English,79.0
705,16134.0,Advanced,Social Sciences,English,English,199.0
706,6938.0,Introductory,Medicine,中文,"English, 中文",49.0
707,6738.0,Intermediate,Humanities,English,English,49.0
708,,Introductory,Environmental Studies,Español,Español,29.0
709,39156.0,Introductory,Business & Management,English,English,199.0
710,5668.0,Intermediate,Medicine,English,English,179.0
711,6128.0,Intermediate,Computer Science,English,English,99.0
712,,Introductory,Business & Management,English,English,199.0
713,6951.0,Introductory,Biology & Life Sciences,English,English,50.0
714,19603.0,Introductory,Social Sciences,English,English,49.0
715,44821.0,Introductory,Humanities,English,English,99.0
716,19717.0,Advanced,Communication,English,English,199.0
717,11501.0,Intermediate,Business & Management,English,English,249.0
718,9169.0,Advanced,Engineering,English,English,149.0
719,14998.0,Intermediate,Business & Management,English,English,249.0
720,19330.0,Intermediate,Economics & Finance,English,English,25.0
721,17436.0,Introductory,Computer Science,English,English,169.0
722,5018.0,Intermediate,Computer Science,English,English,149.0
723,25295.0,Introductory,Data Analysis & Statistics,Español,Español,49.0
724,22814.0,Intermediate,Communication,English,English,49.0
725,7104.0,Introductory,Education & Teacher Training,English,English,99.0
726,18456.0,Introductory,Social Sciences,English,"English, Español",129.0
727,,Intermediate,Computer Science,English,English,49.0
728,22136.0,Introductory,Computer Science,English,English,199.0
729,,Introductory,History,English,English,50.0
730,46053.0,Introductory,History,English,"English, 中文",139.0
731,14902.0,Introductory,Health & Safety,Español,Español,49.0
732,23253.0,Introductory,Education & Teacher Training,Español,Español,25.0
733,,Advanced,Physics,English,English,149.0
734,40408.0,Intermediate,Engineering,English,English,50.0
735,6826.0,Introductory,Social Sciences,English,English,99.0
736,7869.0,Introductory,Music,Español,Español,49.0
737,12425.0,Intermediate,Electronics,English,"English, 中文",70.0
738,9340.0,Introductory,Music,English,English,99.0
739,5102.0,Intermediate,Computer Science,Español,Español,49.0
740,,Introductory,Business & Management,English,English,50.0
741,33021.0,Introductory,Business & Management,Français,Français,150.0
742,20068.0,Advanced,Engineering,English,English,250.0
743,12630.0,Intermediate,Computer Science,English,English,99.0
744,,Intermediate,Data Analysis & Statistics,English,English,199.0
745,9868.0,Intermediate,Math,Español,Español,49.0
746,,Introductory,Data Analysis & Statistics,English,English,49.0
747,23031.0,Introductory,Biology & Life Sciences,English,English,99.0
748,47166.0,Introductory,History,English,"English, 中文",139.0
749,,Introductory,Data Analysis & Statistics,Español,Español,39.0
750,25244.0,Advanced,Computer Science,English,English,149.0
751,62362.0,Intermediate,Computer Science,English,English,50.0
752,65955.0,Introductory,Business & Management,Español,Español,25.0
753,10412.0,Introductory,Social Sciences,English,English,139.0
754,,Introductory,Business & Management,Español,Español,49.0
755,6913.0,Introductory,Economics & Finance,Português,Português,25.0
756,7186.0,Advanced,Engineering,English,English,99.0
757,15419.0,Advanced,Data Analysis & Statistics,English,English,49.0
758,8990.0,Introductory,Social Sciences,Español,Español,49.0
759,8418.0,Intermediate,Language,English,English,149.0
760,,Introductory,Computer Science,English,English,50.0
761,13797.0,Introductory,Math,English,English,25.0
762,13912.0,Intermediate,Computer Science,English,English,49.0
763,10657.0,Introductory,Computer Science,Deutsch,Deutsch,49.0
764,21507.0,Introductory,Computer Science,English,English,199.0
765,10129.0,Intermediate,Computer Science,English,English,99.0
766,16419.0,Intermediate,Education & Teacher Training,English,English,299.0
767,16520.0,Advanced,Biology & Life Sciences,English,"English, 中文",99.0
768,8517.0,Introductory,Art & Culture,English,English,49.0
769,13994.0,Intermediate,Computer Science,Español,Español,50.0
770,7769.0,Introductory,Engineering,English,English,50.0
771,,Introductory,Math,English,English,79.0
772,29885.0,Intermediate,Data Analysis & Statistics,Español,Español,65.0
773,17914.0,Introductory,Business & Management,English,English,199.0
774,26063.0,Advanced,Data Analysis & Statistics,English,English,149.0
775,,Introductory,Medicine,English,English,50.0
776,5891.0,Intermediate,Economics & Finance,Español,Español,49.0
777,8884.0,Intermediate,Computer Science,English,English,99.0
778,,Intermediate,Data Analysis & Statistics,English,English,25.0
779,27814.0,Intermediate,Computer Science,English,English,49.0
780,12458.0,Introductory,Humanities,English,"English, 中文",50.0
781,8621.0,Intermediate,Data Analysis & Statistics,English,English,199.0
782,7654.0,Introductory,Law,Español,Español,49.0
783,10127.0,Introductory,History,English,"English, Русский",25.0
784,6521.0,Introductory,History,English,English,40.0
785,15701.0,Introductory,Education & Teacher Training,Español,Español,25.0
786,,Introductory,Computer Science,English,English,99.0
787,5035.0,Introductory,Communication,English,English,199.0
788,10736.0,Introductory,Social Sciences,English,English,199.0
789,,Introductory,Engineering,English,English,49.0
790,,Intermediate,Medicine,English,English,99.0
791,,Introductory,Medicine,English,English,149.0
792,9668.0,Intermediate,Energy & Earth Sciences,English,"اللغة العربية, English, Español, Français, Русский",49.0
793,15860.0,Intermediate,Business & Management,English,English,99.0
794,5048.0,Introductory,Environmental Studies,English,English,199.0
795,11765.0,Intermediate,Computer Science,English,English,99.0
796,12748.0,Introductory,Chemistry,Español,Español,49.0
797,5829.0,Intermediate,Economics & Finance,Español,Español,49.0
798,23585.0,Intermediate,Business & Management,English,English,249.0
799,13502.0,Intermediate,Computer Science,English,English,49.0
800,,Intermediate,Architecture,English,English,59.0
801,5820.0,Introductory,Computer Science,Español,Español,50.0
802,6232.0,Intermediate,Math,English,English,49.0
803,14219.0,Introductory,Physics,Español,Español,49.0
804,21949.0,Introductory,Business & Management,English,English,199.0
805,15184.0,Introductory,Business & Management,English,English,300.0
806,9383.0,Introductory,Philosophy & Ethics,Español,Español,29.0
807,,Advanced,Environmental Studies,English,English,49.0
808,6460.0,Introductory,Communication,Español,Español,50.0
809,11953.0,Intermediate,Electronics,Español,Español,49.0
810,12145.0,Introductory,Physics,English,English,49.0
811,71203.0,Introductory,Computer Science,English,English,99.0
812,29433.0,Introductory,Economics & Finance,English,English,49.0
813,12056.0,Introductory,Education & Teacher Training,English,"English, Español",25.0
814,,Introductory,Language,Español,Español,49.0
815,8429.0,Advanced,Data Analysis & Statistics,English,English,99.0
816,10696.0,Introductory,Economics & Finance,English,"English, English, 中文, 中文",199.0
817,23828.0,Advanced,Engineering,English,English,139.0
818,19926.0,Introductory,Engineering,English,English,129.0
819,,Advanced,Business & Management,English,English,149.0
820,5540.0,Introductory,Education & Teacher Training,English,English,25.0
821,14199.0,Intermediate,Business & Management,English,English,50.0
822,,Intermediate,Engineering,English,English,150.0
823,14846.0,Intermediate,Physics,English,English,49.0
824,12415.0,Advanced,Social Sciences,English,English,49.0
825,,Introductory,Education & Teacher Training,Español,Español,49.0
826,6608.0,Introductory,Philosophy & Ethics,English,English,49.0
827,,Introductory,Communication,English,English,199.0
828,12853.0,Introductory,Humanities,English,English,49.0
829,24273.0,Advanced,Education & Teacher Training,English,English,199.0
830,,Introductory,Business & Management,English,English,149.0
831,,Intermediate,Math,English,English,49.0
832,,Introductory,Art & Culture,English,English,249.0
833,11859.0,Introductory,Chemistry,Español,Español,25.0
834,11865.0,Introductory,Science,English,English,49.0
835,60943.0,Introductory,Communication,English,English,25.0
836,13616.0,Introductory,Communication,English,English,139.0
837,17299.0,Introductory,Business & Management,English,English,199.0
838,22327.0,Introductory,Education & Teacher Training,English,English,99.0
839,,Introductory,Education & Teacher Training,Español,Español,49.0
840,8342.0,Advanced,Business & Management,English,English,214.0
841,33710.0,Introductory,Computer Science,English,English,49.0
842,16904.0,Advanced,Computer Science,English,English,399.0
843,6570.0,Introductory,Data Analysis & Statistics,English,English,25.0
844,20189.0,Introductory,Engineering,Español,Español,25.0
845,5464.0,Advanced,Energy & Earth Sciences,English,English,149.0
846,15157.0,Intermediate,Medicine,English,English,139.0
847,,Intermediate,Data Analysis & Statistics,Español,Español,49.0
848,,Advanced,Data Analysis & Statistics,Español,Español,49.0
849,17087.0,Introductory,Humanities,English,English,99.0
850,6277.0,Intermediate,Design,English,English,50.0
851,17946.0,Introductory,Design,English,English,129.0
852,,Intermediate,Biology & Life Sciences,Español,"English, Español",99.0
853,9717.0,Advanced,Engineering,English,English,150.0
854,13277.0,Introductory,History,Español,Español,19.0
855,22269.0,Introductory,Business & Management,English,English,199.0
856,9071.0,Introductory,Humanities,English,English,50.0
857,43045.0,Introductory,History,English,"English, 中文",139.0
858,6573.0,Intermediate,Social Sciences,English,English,50.0
859,17505.0,Introductory,Computer Science,English,English,199.0
860,41268.0,Introductory,Computer Science,English,English,199.0
861,,Intermediate,Economics & Finance,English,English,25.0
862,9709.0,Advanced,Engineering,English,English,299.0
863,,Introductory,Music,Español,Español,30.0
864,8222.0,Introductory,Humanities,English,English,49.0
865,15014.0,Introductory,Science,English,English,50.0
866,20444.0,Introductory,Engineering,English,English,169.0
867,15349.0,Introductory,Philosophy & Ethics,Español,Español,49.0
868,16719.0,Intermediate,Business & Management,English,English,199.0
869,23275.0,Introductory,Computer Science,English,English,199.0
870,,Intermediate,Engineering,English,English,49.0
871,,Intermediate,Computer Science,English,English,149.0
872,12318.0,Introductory,Medicine,English,English,139.0
873,5517.0,Intermediate,Biology & Life Sciences,English,English,169.0
874,71290.0,Introductory,Computer Science,English,English,99.0
875,48539.0,Intermediate,Physics,English,English,50.0
876,,Introductory,Energy & Earth Sciences,English,English,129.0
877,,Introductory,Business & Management,English,English,149.0
878,,Introductory,Data Analysis & Statistics,English,English,39.0
879,14266.0,Intermediate,Humanities,Español,Español,49.0
880,24444.0,Introductory,Computer Science,English,English,169.0
881,,Introductory,Engineering,Español,Español,25.0
882,,Introductory,Medicine,English,English,50.0
883,6216.0,Introductory,Law,English,English,29.0
884,,Introductory,Business & Management,English,English,149.0
885,16423.0,Intermediate,Business & Management,Español,Español,25.0
886,10969.0,Intermediate,Business & Management,Español,Español,49.0
887,6934.0,Introductory,Social Sciences,English,English,59.0
888,,Introductory,Law,Español,Español,49.0
889,27241.0,Intermediate,Computer Science,English,English,299.0
890,11055.0,Advanced,Social Sciences,English,English,199.0
891,7525.0,Introductory,Humanities,English,English,49.0
892,8006.0,Intermediate,Economics & Finance,English,English,199.0
893,8907.0,Introductory,Chemistry,Español,Español,49.0
894,5157.0,Intermediate,History,English,English,50.0
895,12159.0,Introductory,Education & Teacher Training,English,English,99.0
896,,Introductory,History,Español,Español,29.0
897,,Introductory,Math,English,English,79.0
898,,Introductory,Health & Safety,English,English,49.0
899,,Introductory,Language,English,English,99.0
900,,Introductory,Economics & Finance,English,English,50.0
901,7031.0,Introductory,Economics & Finance,English,English,49.0
902,6358.0,Intermediate,Law,English,English,199.0
903,,Introductory,Engineering,English,English,129.0
904,,Introductory,Engineering,Español,Español,25.0
905,16015.0,Intermediate,Engineering,English,English,50.0
906,11431.0,Introductory,Business & Management,Español,Español,50.0
907,,Introductory,Business & Management,English,English,50.0
908,8542.0,Introductory,Math,English,English,49.0
909,,Advanced,Computer Science,English,English,49.0
910,27182.0,Introductory,Business & Management,English,English,50.0
911,38581.0,Introductory,Environmental Studies,Español,Español,25.0
912,7421.0,Introductory,Social Sciences,English,English,59.0
913,34190.0,Introductory,Computer Science,English,English,125.0
914,19043.0,Advanced,Engineering,English,English,99.0
915,16094.0,Advanced,Engineering,English,"English, Français",199.0
916,7501.0,Intermediate,Science,English,English,49.0
917,14003.0,Intermediate,Business & Management,English,English,149.0
918,16467.0,Intermediate,Social Sciences,English,English,169.0
919,20406.0,Introductory,Business & Management,English,English,139.0
920,9522.0,Advanced,Social Sciences,English,English,199.0
921,,Introductory,Social Sciences,English,English,139.0
922,8343.0,Introductory,Medicine,English,English,59.0
923,10019.0,Intermediate,Social Sciences,English,"English, Português, Русский",49.0
924,,Advanced,Computer Science,English,English,199.0
925,8581.0,Advanced,Engineering,English,English,249.0
926,,Advanced,Energy & Earth Sciences,English,English,149.0
927,6237.0,Intermediate,Business & Management,English,English,199.0
928,14128.0,Introductory,Humanities,English,English,49.0
929,5741.0,Introductory,Social Sciences,English,English,139.0
930,22349.0,Intermediate,Computer Science,English,English,99.0
931,,Introductory,Data Analysis & Statistics,Español,Español,49.0
932,,Introductory,Language,English,English,99.0
933,,Introductory,Social Sciences,Español,Español,49.0
934,27763.0,Introductory,Engineering,English,English,50.0
935,19283.0,Introductory,Computer Science,English,English,199.0
936,12674.0,Introductory,Humanities,Español,Español,29.0
937,13183.0,Intermediate,Physics,English,English,49.0
938,,Introductory,Medicine,English,English,199.0
939,,Introductory,Computer Science,English,English,50.0
940,,Introductory,Economics & Finance,English,English,49.0
941,7911.0,Introductory,Business & Management,Español,Español,149.0
942,23100.0,Intermediate,Computer Science,English,English,125.0
943,,Introductory,Computer Science,English,English,199.0
944,,Intermediate,Social Sciences,Français,Français,50.0
945,17941.0,Introductory,History,English,English,50.0
946,,Intermediate,Business & Management,English,English,99.0
947,,Advanced,Energy & Earth Sciences,English,English,149.0
948,11895.0,Advanced,Education & Teacher Training,English,English,199.0
949,5930.0,Introductory,Social Sciences,English,English,49.0
950,10817.0,Introductory,Business & Management,English,English,49.0
951,,Intermediate,Economics & Finance,English,English,149.0
952,34261.0,Introductory,Computer Science,English,English,60.0
953,41537.0,Introductory,History,English,"English, 中文",139.0
954,6443.0,Introductory,Humanities,English,English,49.0
955,28100.0,Introductory,Business & Management,Español,Español,150.0
956,25893.0,Intermediate,Biology & Life Sciences,English,English,169.0
957,6149.0,Introductory,Science,Español,"English, Español",50.0
958,,Intermediate,Math,English,English,199.0
959,10205.0,Advanced,Engineering,English,English,169.0
960,15040.0,Introductory,Physics,Español,Español,49.0
961,6480.0,Intermediate,Food & Nutrition,English,"English, Français, Italiano",49.0
962,,Introductory,Computer Science,English,English,299.0
963,9294.0,Intermediate,Data Analysis & Statistics,English,English,99.0
964,20355.0,Introductory,Education & Teacher Training,English,English,99.0
965,,Introductory,Data Analysis & Statistics,English,English,49.0
966,8657.0,Introductory,Science,Español,"English, Español",50.0
967,,Intermediate,Science,English,English,149.0
968,,Introductory,Math,English,English,79.0
969,41902.0,Introductory,History,English,"English, 中文",139.0
970,,Intermediate,Social Sciences,English,English,25.0
971,,Introductory,Art & Culture,中文,"English, 中文",139.0
972,11246.0,Advanced,Biology & Life Sciences,English,English,139.0
973,8775.0,Introductory,Environmental Studies,English,English,25.0
974,,Introductory,Math,English,English,79.0
